product_id,order_date,courier_delivery,city,district,type_of_delivery, estimated_delivery_time_days,product_rating,,,,
149,08/09/22,J&T Express,Bandar Lampung,Tanjung Senang,Express,3,2,,,,
145,16/08/22,Sicepat,Bandung,Buahbatu,Express,4,4,,,,
244,20/05/23,J&T Express,Palembang,Kemuning,Express,2,4,,,,
170,17/10/22,Pos Indonesia,Medan,Medan Belawan,Next Day,3,5,,,,
183,19/09/22,J&T Express,Pekanbaru,Rumbai,Reguler,0,1,,,,
293,16/10/22,Pos Indonesia,Bogor,Dramaga,Reguler,1,4,,,,
156,10/01/23,Ninja Xpress,Bandar Lampung,Teluk Betung Barat,Same Day,0,1,,,,
284,08/02/23,Sicepat,Bandung,Buahbatu,Same Day,1,5,,,,
271,02/03/23,Pos Indonesia,Bandung,Bojongloa Kaler,Same Day,1,5,,,,
188,10/07/22,Pos Indonesia,Yogyakarta,Panembahan,Express,5,3,,,,
127,05/09/22,Pos Indonesia,Yogyakarta,Pakualaman,Same Day,4,5,,,,
291,14/02/23,Sicepat,Palembang,Seberang Ulu Iii,Next Day,3,4,,,,
221,24/01/23,Ninja Xpress,Denpasar,Renon,Express,1,2,,,,
122,20/12/22,Jne,Bandung,Cibeunying Kidul,Express,0,1,,,,
253,12/02/23,J&T Express,Semarang,Semanan,Same Day,0,1,,,,
279,24/01/23,Pos Indonesia,Denpasar,Nusa Dua,Reguler,5,3,,,,
214,20/11/22,Pos Indonesia,Surabaya,Gubeng,Reguler,5,3,,,,
254,18/05/23,Ninja Xpress,Jakarta,Senen,Reguler,4,2,,,,
250,08/06/23,Jne,Malang,Singosari,Reguler,3,4,,,,
180,13/06/22,J&T Express,Palembang,Kertapati,Express,5,5,,,,
198,18/01/23,Pos Indonesia,Depok,Mekarsari,Reguler,3,2,,,,
111,16/10/22,Pos Indonesia,Yogyakarta,Jetis,Same Day,1,2,,,,
212,19/03/23,Pos Indonesia,Surakarta,Kebakkramat,Express,1,4,,,,
294,30/11/22,Pos Indonesia,Bogor,Leuwiliang,Reguler,3,2,,,,
250,24/05/23,Pos Indonesia,Yogyakarta,Gedong Tengen,Reguler,3,4,,,,
279,02/04/23,J&T Express,Tangerang,Karang Tengah,Express,0,1,,,,
147,20/11/22,Ninja Xpress,Tangerang,Kronjo,Same Day,1,5,,,,
158,14/04/23,J&T Express,Bekasi,Bekasi Selatan,Reguler,0,1,,,,
286,29/11/22,Sicepat,Bandar Lampung,Sukarame,Same Day,5,3,,,,
190,23/12/22,J&T Express,Surakarta,Banyudono,Next Day,1,4,,,,
279,01/04/23,J&T Express,Medan,Medan Petisah,Next Day,4,5,,,,
298,28/11/22,J&T Express,Depok,Cimanggis,Reguler,5,3,,,,
187,01/07/22,J&T Express,Yogyakarta,Umbulharjo,Next Day,0,1,,,,
173,26/02/23,Pos Indonesia,Depok,Pancoran Mas,Same Day,5,3,,,,
157,30/09/22,J&T Express,Surabaya,Sukolilo,Same Day,1,4,,,,
211,11/02/23,Ninja Xpress,Denpasar,Sesetan,Same Day,2,2,,,,
269,12/04/23,Pos Indonesia,Malang,Klojen,Same Day,1,5,,,,
209,25/07/22,Pos Indonesia,Bandung,Cibeunying Kidul,Next Day,5,3,,,,
215,04/02/23,Sicepat,Medan,Medan Kota,Same Day,5,2,,,,
230,17/01/23,J&T Express,Denpasar,Tuban,Reguler,2,2,,,,
224,26/01/23,Sicepat,Pekanbaru,Tampan,Express,5,3,,,,
133,07/11/22,Sicepat,Batam,Nongsa,Reguler,2,2,,,,
270,14/07/22,Jne,Pontianak,Pontianak Selatan,Next Day,5,3,,,,
152,02/03/23,Pos Indonesia,Padang,Nanggalo,Reguler,4,2,,,,
203,23/05/23,Jne,Bandung,Coblong,Same Day,2,5,,,,
274,09/06/23,Sicepat,Semarang,Prajurit Kulon,Reguler,4,2,,,,
177,20/03/23,Ninja Xpress,Padang,Lubuk Begalung,Next Day,0,1,,,,
131,13/07/22,Ninja Xpress,Surabaya,Rungkut,Express,0,1,,,,
283,30/05/23,Pos Indonesia,Yogyakarta,Pakualaman,Reguler,0,1,,,,
162,27/11/22,Pos Indonesia,Jakarta,Sawah Besar,Express,0,1,,,,
135,25/04/23,Pos Indonesia,Tangerang,Ciputat,Same Day,1,4,,,,
270,17/06/22,Ninja Xpress,Bogor,Nanggung,Next Day,3,5,,,,
235,08/05/23,Sicepat,Jakarta,Mampang Prapatan,Reguler,2,4,,,,
248,25/02/23,Sicepat,Batam,Bengkong,Express,0,1,,,,
218,20/07/22,J&T Express,Malang,Tumpang,Express,1,2,,,,
226,20/06/22,Sicepat,Bekasi,Pondok Gede,Same Day,2,2,,,,
169,13/09/22,Jne,Palembang,Plaju,Express,0,1,,,,
161,09/02/23,Pos Indonesia,Yogyakarta,Terban,Reguler,5,3,,,,
249,24/03/23,Sicepat,Depok,Sawangan,Next Day,2,5,,,,
296,11/07/22,Jne,Depok,Tapos,Express,5,3,,,,
190,19/07/22,J&T Express,Pekanbaru,Pekanbaru Kota,Next Day,0,1,,,,
275,30/10/22,Sicepat,Palembang,Ilir Timur Tiga,Same Day,4,5,,,,
195,19/06/22,Jne,Depok,Cipayung,Express,2,4,,,,
174,05/02/23,Ninja Xpress,Semarang,Ngaliyan,Same Day,0,1,,,,
126,27/12/22,Jne,Surabaya,Sukolilo,Express,3,5,,,,
236,21/06/22,Jne,Batam,Sei Beduk,Same Day,4,2,,,,
240,26/12/22,Jne,Pekanbaru,Bukit Raya,Express,2,2,,,,
227,28/07/22,Sicepat,Malang,Pakis,Reguler,5,3,,,,
194,14/11/22,Ninja Xpress,Surakarta,Tawangmangu,Express,5,3,,,,
116,21/01/23,Sicepat,Jakarta,Cipayung,Reguler,2,4,,,,
204,15/08/22,Sicepat,Batam,Galang,Same Day,1,2,,,,
264,27/09/22,Jne,Surabaya,Pabean Cantian,Same Day,0,1,,,,
154,09/09/22,J&T Express,Surabaya,Asemrowo,Reguler,5,5,,,,
124,07/02/23,J&T Express,Bekasi,Bekasi Selatan,Express,0,1,,,,
114,30/01/23,Sicepat,Batam,Bengkong,Express,1,2,,,,
255,05/05/23,Sicepat,Makassar,Makassar Barat,Express,5,3,,,,
286,09/02/23,Jne,Bandung,Coblong,Express,5,5,,,,
221,31/08/22,J&T Express,Batam,Batu Aji,Express,5,5,,,,
293,15/01/23,Sicepat,Makassar,Bontoala,Express,1,5,,,,
162,20/04/23,J&T Express,Batam,Galang,Reguler,2,5,,,,
225,17/06/22,Jne,Tangerang,Kosambi,Reguler,3,5,,,,
203,11/03/23,Pos Indonesia,Tangerang,Kronjo,Same Day,0,1,,,,
166,09/12/22,Pos Indonesia,Bekasi,Medan Satria,Reguler,1,5,,,,
168,06/07/22,Ninja Xpress,Bandar Lampung,Tanjung Senang,Same Day,5,4,,,,
292,21/03/23,Jne,Bekasi,Medan Satria,Same Day,1,5,,,,
174,15/10/22,Sicepat,Batam,Batam Kota,Same Day,0,1,,,,
168,27/09/22,J&T Express,Depok,Cilodong,Same Day,2,2,,,,
285,07/08/22,Sicepat,Semarang,Ngaliyan,Same Day,4,2,,,,
132,02/06/23,J&T Express,Surakarta,Pasarsragen,Same Day,2,4,,,,
262,09/05/23,Sicepat,Pekanbaru,Bukit Raya,Next Day,5,2,,,,
297,24/10/22,J&T Express,Denpasar,Kedonganan,Next Day,0,1,,,,
276,30/09/22,Jne,Semarang,Gunungpati,Next Day,5,5,,,,
215,28/10/22,Pos Indonesia,Makassar,Tallo,Express,0,1,,,,
287,11/06/23,Pos Indonesia,Bandung,Cibeunying Kaler,Reguler,0,1,,,,
176,09/11/22,Ninja Xpress,Bekasi,Pondok Gede,Express,0,1,,,,
231,11/04/23,Sicepat,Bandung,Cicendo,Next Day,1,2,,,,
111,03/09/22,Jne,Bogor,Babakan Madang,Express,3,4,,,,
264,09/07/22,Pos Indonesia,Denpasar,Sanur,Same Day,3,5,,,,
167,14/05/23,J&T Express,Denpasar,Denpasar Tengah,Same Day,5,5,,,,
245,22/01/23,Sicepat,Bogor,Megamendung,Reguler,5,4,,,,
111,12/06/22,Pos Indonesia,Surakarta,Laweyan,Reguler,5,3,,,,
155,01/10/22,Sicepat,Bandung,Gedebage,Same Day,5,3,,,,
139,01/05/23,Sicepat,Malang,Klojen,Reguler,5,4,,,,
144,24/10/22,J&T Express,Bandung,Mandalajati,Next Day,5,3,,,,
130,21/11/22,J&T Express,Semarang,Semarang Tengah,Express,1,4,,,,
193,05/12/22,Pos Indonesia,Medan,Medan Barat,Express,4,5,,,,
171,11/02/23,Ninja Xpress,Tangerang,Sepatan,Reguler,0,1,,,,
255,02/12/22,Jne,Semarang,Mijen,Same Day,5,5,,,,
242,25/01/23,Jne,Surabaya,Mulyorejo,Express,1,4,,,,
113,28/09/22,J&T Express,Tangerang,Serpong Selatan,Express,1,2,,,,
215,16/11/22,Sicepat,Bekasi,Jati Sampurna,Next Day,0,1,,,,
122,28/01/23,Sicepat,Medan,Medan Petisah,Express,1,4,,,,
137,02/11/22,Jne,Bogor,Bogor Barat,Next Day,4,5,,,,
186,20/12/22,Jne,Yogyakarta,Gedong Tengen,Reguler,4,5,,,,
209,27/08/22,J&T Express,Pekanbaru,Sail,Reguler,3,4,,,,
178,27/06/22,Sicepat,Pontianak,Pontianak Kota,Reguler,5,3,,,,
299,14/03/23,Sicepat,Pontianak,Pontianak Barat,Express,5,3,,,,
164,24/04/23,Sicepat,Padang,Lubuk Begalung,Same Day,5,3,,,,
280,18/05/23,J&T Express,Depok,Sukmajaya,Next Day,5,3,,,,
247,11/03/23,J&T Express,Bogor,Bogor Utara,Reguler,5,3,,,,
140,09/12/22,Sicepat,Makassar,Makassar Barat,Same Day,3,2,,,,
194,23/05/23,Sicepat,Medan,Medan Johor,Same Day,4,5,,,,
167,15/01/23,J&T Express,Makassar,Bonto,Same Day,2,4,,,,
263,26/04/23,Pos Indonesia,Bandung,Cibiru,Same Day,5,3,,,,
201,25/09/22,Jne,Padang,Padang Timur,Express,3,5,,,,
151,27/07/22,Ninja Xpress,Malang,Lowokwaru,Express,5,5,,,,
148,09/02/23,Ninja Xpress,Bandar Lampung,Teluk Betung Selatan,Reguler,0,1,,,,
153,27/01/23,Jne,Batam,Lubuk Baja,Express,2,2,,,,
135,29/09/22,J&T Express,Tangerang,Karawaci,Next Day,0,1,,,,
241,06/05/23,Jne,Yogyakarta,Ngampilan,Reguler,5,3,,,,
298,06/12/22,Ninja Xpress,Pekanbaru,Rumbai,Next Day,4,5,,,,
300,17/09/22,J&T Express,Makassar,Bontoala,Next Day,5,5,,,,
292,29/03/23,Ninja Xpress,Surabaya,Gubeng,Next Day,4,5,,,,
200,15/07/22,Jne,Tangerang,Serpong Selatan,Same Day,2,4,,,,
269,27/08/22,Sicepat,Semarang,Semarang Tengah,Next Day,2,2,,,,
252,07/08/22,Pos Indonesia,Pekanbaru,Bukit Raya,Same Day,0,1,,,,
265,05/05/23,Pos Indonesia,Yogyakarta,Jetis,Next Day,4,5,,,,
165,28/10/22,Ninja Xpress,Bandar Lampung,Tanjung Karang Timur,Reguler,5,2,,,,
233,27/12/22,Jne,Tangerang,Ciledug,Reguler,5,4,,,,
279,15/01/23,J&T Express,Jakarta,Kemayoran,Reguler,5,3,,,,
118,28/12/22,Pos Indonesia,Denpasar,Denpasar Tengah,Reguler,1,5,,,,
287,20/11/22,Jne,Denpasar,Pecatu,Express,0,1,,,,
123,30/03/23,Sicepat,Denpasar,Tuban,Same Day,2,5,,,,
211,13/11/22,Pos Indonesia,Medan,Medan Tuntungan,Same Day,5,2,,,,
140,29/07/22,Ninja Xpress,Pontianak,Pontianak Barat,Express,0,1,,,,
247,20/07/22,Ninja Xpress,Pekanbaru,Payung Sekaki,Express,0,1,,,,
291,22/02/23,J&T Express,Padang,Lubuk Kilangan,Reguler,5,3,,,,
294,27/05/23,Pos Indonesia,Jakarta,Pasar Rebo,Same Day,5,3,,,,
193,01/06/23,J&T Express,Denpasar,Padangsambian,Next Day,4,5,,,,
230,13/07/22,J&T Express,Bandar Lampung,Tanjung Karang Barat,Express,0,1,,,,
137,30/05/23,Jne,Bekasi,Jati Sampurna,Same Day,5,2,,,,
230,27/12/22,Jne,Jakarta,Grogol Petamburan,Express,2,5,,,,
194,07/04/23,Sicepat,Surabaya,Genteng,Reguler,0,1,,,,
266,10/01/23,J&T Express,Tangerang,Kosambi,Reguler,5,4,,,,
281,29/10/22,J&T Express,Surabaya,Asemrowo,Next Day,5,4,,,,
134,04/10/22,Jne,Bekasi,Jati Sampurna,Next Day,5,3,,,,
244,18/01/23,Ninja Xpress,Denpasar,Padangsambian,Express,5,3,,,,
113,23/08/22,J&T Express,Malang,Sukun,Same Day,1,5,,,,
159,20/12/22,Sicepat,Bogor,Gunung Putri,Express,1,5,,,,
146,02/08/22,Pos Indonesia,Bogor,Bogor Barat,Express,3,2,,,,
230,28/07/22,Sicepat,Depok,Bojongsari,Same Day,5,3,,,,
191,22/10/22,J&T Express,Jakarta,Kebayoran Baru,Reguler,1,2,,,,
263,15/07/22,Pos Indonesia,Jakarta,Sawah Besar,Express,5,3,,,,
199,27/04/23,Jne,Surakarta,Berbek,Reguler,0,1,,,,
276,23/02/23,Sicepat,Tangerang,Serpong Utara,Same Day,5,5,,,,
241,10/01/23,Sicepat,Batam,Lubuk Baja,Express,3,2,,,,
173,20/07/22,Pos Indonesia,Batam,Bulang,Reguler,0,1,,,,
163,26/02/23,J&T Express,Jakarta,Ciracas,Same Day,4,2,,,,
289,12/06/22,Pos Indonesia,Semarang,Semarang Barat,Next Day,5,2,,,,
114,22/01/23,Sicepat,Bekasi,Bekasi Timur,Reguler,5,3,,,,
184,25/05/23,Sicepat,Makassar,Tamalanrea,Express,5,3,,,,
185,07/09/22,Sicepat,Bandar Lampung,Panjang,Same Day,2,2,,,,
143,27/06/22,J&T Express,Pontianak,Pontianak Barat,Reguler,3,2,,,,
253,28/04/23,J&T Express,Bogor,Cigombong,Express,0,1,,,,
177,14/11/22,Pos Indonesia,Yogyakarta,Danurejan,Next Day,1,4,,,,
252,06/04/23,Ninja Xpress,Medan,Medan Marelan,Same Day,2,4,,,,
222,12/01/23,Pos Indonesia,Batam,Sei Beduk,Same Day,5,3,,,,
127,20/09/22,Jne,Semarang,Tugu Mulyo,Express,5,5,,,,
267,01/02/23,Pos Indonesia,Tangerang,Pagedangan,Express,5,3,,,,
113,17/05/23,Jne,Jakarta,Cipayung,Same Day,2,2,,,,
183,03/02/23,Sicepat,Jakarta,Gambir,Express,5,3,,,,
214,22/10/22,Pos Indonesia,Pontianak,Pontianak Barat,Same Day,5,2,,,,
269,14/05/23,Sicepat,Pekanbaru,Tampan,Express,1,5,,,,
238,07/01/23,Pos Indonesia,Bogor,Nanggung,Reguler,5,3,,,,
276,16/01/23,Jne,Bekasi,Jati Sampurna,Reguler,5,3,,,,
155,25/01/23,Sicepat,Depok,Bojongsari,Next Day,5,4,,,,
111,12/03/23,J&T Express,Surakarta,Kebakkramat,Express,5,4,,,,
120,22/09/22,J&T Express,Jakarta,Cempaka Putih,Reguler,4,5,,,,
194,02/04/23,Sicepat,Jakarta,Tanah Abang,Next Day,4,5,,,,
150,21/06/22,Sicepat,Bogor,Bogor Selatan,Same Day,5,5,,,,
250,21/06/22,Jne,Bekasi,Mustika Jaya,Express,5,5,,,,
175,18/04/23,J&T Express,Medan,Medan Labuhan,Reguler,5,5,,,,
143,08/05/23,Jne,Makassar,Tallo,Express,3,5,,,,
116,31/03/23,Ninja Xpress,Yogyakarta,Keparakan,Next Day,0,1,,,,
254,11/04/23,Jne,Bekasi,Bekasi Selatan,Same Day,4,5,,,,
117,28/11/22,Sicepat,Padang,Nanggalo,Express,0,1,,,,
117,07/05/23,J&T Express,Padang,Pauh,Express,1,5,,,,
154,21/05/23,Pos Indonesia,Bandar Lampung,Labuhan Ratu,Next Day,5,3,,,,
222,14/05/23,Ninja Xpress,Padang,Padang Barat,Express,5,2,,,,
128,01/12/22,Ninja Xpress,Denpasar,Jimbaran,Same Day,3,2,,,,
289,07/10/22,Sicepat,Pekanbaru,Tampan,Same Day,1,5,,,,
234,11/05/23,Pos Indonesia,Pontianak,Pontianak Kota,Express,0,1,,,,
183,11/03/23,Sicepat,Depok,Tapos,Same Day,1,2,,,,
201,28/12/22,Sicepat,Padang,Padang Barat,Reguler,2,4,,,,
264,12/06/22,Jne,Batam,Sekupang,Next Day,1,5,,,,
260,16/07/22,Sicepat,Medan,Medan Johor,Express,0,1,,,,
199,03/04/23,Pos Indonesia,Denpasar,Padangsambian,Same Day,2,4,,,,
175,28/01/23,J&T Express,Tangerang,Cipondoh,Next Day,0,1,,,,
298,16/04/23,Sicepat,Pontianak,Pontianak Barat,Express,1,5,,,,
136,02/05/23,J&T Express,Bandar Lampung,Teluk Betung Selatan,Express,2,2,,,,
287,22/02/23,Ninja Xpress,Pontianak,Pontianak Timur,Next Day,5,3,,,,
147,31/10/22,Ninja Xpress,Makassar,Tallo,Same Day,5,4,,,,
187,25/03/23,J&T Express,Semarang,Pedurungan,Express,3,5,,,,
158,14/05/23,J&T Express,Pontianak,Pontianak Selatan,Reguler,5,3,,,,
252,16/05/23,J&T Express,Bogor,Bogor Timur,Same Day,0,1,,,,
257,03/11/22,Jne,Bandar Lampung,Sukabumi,Express,0,1,,,,
279,21/01/23,Pos Indonesia,Bogor,Bogor Tengah,Next Day,5,3,,,,
288,13/06/22,Ninja Xpress,Bandung,Coblong,Next Day,5,3,,,,
172,08/06/23,Ninja Xpress,Surakarta,Mojogedang,Express,3,4,,,,
144,02/01/23,Pos Indonesia,Pontianak,Pontianak Barat,Same Day,5,2,,,,
268,19/06/22,Sicepat,Semarang,Pedurungan,Reguler,5,4,,,,
296,29/06/22,Sicepat,Surakarta,Jenawi,Reguler,0,1,,,,
256,22/11/22,Ninja Xpress,Medan,Medan Maimun,Express,0,1,,,,
209,18/03/23,Jne,Depok,Bojongsari,Next Day,5,3,,,,
203,28/04/23,J&T Express,Padang,Padang Selatan,Reguler,2,4,,,,
287,05/05/23,Sicepat,Bogor,Bogor Selatan,Express,5,5,,,,
163,21/10/22,Pos Indonesia,Pontianak,Pontianak Utara,Reguler,2,5,,,,
269,19/01/23,Sicepat,Bandar Lampung,Teluk Betung Utara,Next Day,0,1,,,,
242,28/10/22,Jne,Makassar,Biring Romang,Express,3,4,,,,
259,21/05/23,Jne,Surabaya,Tegalsari,Reguler,5,2,,,,
231,20/10/22,Pos Indonesia,Medan,Medan Area,Express,5,5,,,,
119,29/12/22,Jne,Bandar Lampung,Teluk Betung Utara,Reguler,5,3,,,,
207,10/02/23,Ninja Xpress,Semarang,Tugu Mulyo,Next Day,4,2,,,,
150,17/07/22,Sicepat,Yogyakarta,Gondokusuman,Next Day,5,4,,,,
284,21/04/23,J&T Express,Bandung,Bojongloa Kidul,Express,2,4,,,,
179,13/12/22,Pos Indonesia,Bekasi,Bekasi Selatan,Express,5,4,,,,
136,11/07/22,Sicepat,Semarang,Gunungpati,Express,5,3,,,,
210,17/04/23,Pos Indonesia,Depok,Beji,Express,1,5,,,,
187,28/12/22,Pos Indonesia,Surakarta,Ngargoyoso,Next Day,5,3,,,,
210,10/10/22,J&T Express,Batam,Nongsa,Next Day,5,5,,,,
256,24/09/22,Pos Indonesia,Surabaya,Wonokromo,Express,5,4,,,,
247,12/05/23,Jne,Malang,Singosari,Next Day,2,5,,,,
160,02/09/22,Ninja Xpress,Medan,Medan Marelan,Same Day,1,5,,,,
188,03/04/23,Jne,Makassar,Bonto,Same Day,0,1,,,,
155,04/02/23,Sicepat,Jakarta,Kebayoran Lama,Reguler,5,5,,,,
126,27/12/22,Ninja Xpress,Depok,Pancoran Mas,Same Day,0,1,,,,
116,18/01/23,Sicepat,Medan,Medan Helvetia,Same Day,5,3,,,,
152,31/12/22,Pos Indonesia,Jakarta,Senen,Express,2,4,,,,
227,22/09/22,J&T Express,Bogor,Megamendung,Reguler,2,2,,,,
163,23/09/22,Ninja Xpress,Malang,Turen,Reguler,5,3,,,,
259,10/04/23,Sicepat,Surabaya,Simokerto,Reguler,4,2,,,,
192,19/09/22,Ninja Xpress,Surakarta,Laweyan,Reguler,0,1,,,,
262,29/09/22,Sicepat,Surakarta,Laweyan,Next Day,4,4,,,,
290,23/10/22,Pos Indonesia,Surakarta,Jebres,Reguler,1,4,,,,
141,04/03/23,Sicepat,Malang,Pakisaji,Next Day,1,4,,,,
277,24/09/22,J&T Express,Padang,Pauh,Reguler,4,4,,,,
187,23/04/23,Pos Indonesia,Palembang,Sako,Next Day,1,4,,,,
207,30/08/22,J&T Express,Pekanbaru,Rumbai,Next Day,4,2,,,,
210,16/04/23,Jne,Denpasar,Benoa,Express,5,2,,,,
115,04/02/23,J&T Express,Palembang,Kemuning,Next Day,2,4,,,,
177,19/11/22,Ninja Xpress,Pekanbaru,Sukajadi,Next Day,2,5,,,,
272,25/11/22,J&T Express,Bogor,Jonggol,Next Day,1,5,,,,
136,14/03/23,Ninja Xpress,Denpasar,Denpasar Tengah,Same Day,2,4,,,,
156,10/06/23,Jne,Pekanbaru,Lima Puluh,Reguler,3,2,,,,
228,19/09/22,Pos Indonesia,Denpasar,Benoa,Express,4,2,,,,
199,18/02/23,J&T Express,Surabaya,Tambaksari,Next Day,1,5,,,,
236,13/01/23,J&T Express,Semarang,Gajahmungkur,Express,1,5,,,,
286,24/11/22,Sicepat,Yogyakarta,Keparakan,Reguler,2,2,,,,
224,16/07/22,J&T Express,Depok,Cipayung,Express,2,5,,,,
257,28/05/23,Jne,Bandar Lampung,Bumi Waras,Express,2,5,,,,
164,18/10/22,Sicepat,Tangerang,Pinang,Next Day,5,3,,,,
166,25/11/22,J&T Express,Denpasar,Padangsambian Klod,Express,4,2,,,,
137,10/11/22,Ninja Xpress,Palembang,Alang-Alang Lebar,Express,0,1,,,,
287,22/11/22,Pos Indonesia,Bandar Lampung,Rajabasa,Reguler,5,3,,,,
186,25/09/22,Jne,Pontianak,Pontianak Tenggara,Express,5,2,,,,
127,13/03/23,Sicepat,Surabaya,Tambaksari,Next Day,5,3,,,,
150,21/11/22,Pos Indonesia,Depok,Beji,Express,1,2,,,,
300,21/12/22,Sicepat,Denpasar,Sanur,Same Day,5,4,,,,
214,19/05/23,J&T Express,Bogor,Tanah Sereal,Reguler,3,4,,,,
188,22/11/22,J&T Express,Depok,Cinere,Reguler,1,2,,,,
289,14/02/23,Ninja Xpress,Bandar Lampung,Teluk Betung Utara,Reguler,5,4,,,,
225,22/04/23,Sicepat,Denpasar,Nusa Dua,Reguler,2,5,,,,
118,06/10/22,Ninja Xpress,Bekasi,Bekasi Utara,Reguler,5,5,,,,
138,16/06/22,Ninja Xpress,Semarang,Gajahmungkur,Express,2,5,,,,
147,26/09/22,Ninja Xpress,Surakarta,Kalijambe,Next Day,2,5,,,,
127,01/01/23,Pos Indonesia,Denpasar,Denpasar Tengah,Express,4,2,,,,
116,24/09/22,Pos Indonesia,Surabaya,Tegalsari,Next Day,2,2,,,,
210,06/09/22,Pos Indonesia,Surabaya,Sukolilo,Express,4,2,,,,
190,23/05/23,Pos Indonesia,Makassar,Manggala,Next Day,0,1,,,,
164,25/05/23,Jne,Yogyakarta,Mergangsan,Reguler,0,1,,,,
193,19/06/22,Ninja Xpress,Surakarta,Banjarsari,Reguler,3,2,,,,
186,03/02/23,Pos Indonesia,Depok,Bojongsari,Reguler,0,1,,,,
233,10/06/23,J&T Express,Makassar,Ujung Tanah,Express,0,1,,,,
226,04/09/22,J&T Express,Semarang,Pedurungan,Same Day,0,1,,,,
132,23/01/23,Ninja Xpress,Bandar Lampung,Enggal,Same Day,0,1,,,,
193,16/12/22,Pos Indonesia,Semarang,Tembalang,Reguler,0,1,,,,
111,23/06/22,Pos Indonesia,Malang,Kedungkandang,Next Day,1,4,,,,
283,14/05/23,Ninja Xpress,Depok,Beji,Same Day,0,1,,,,
144,26/01/23,Jne,Medan,Medan Perjuangan,Next Day,2,5,,,,
228,16/09/22,Ninja Xpress,Yogyakarta,Sewon,Express,3,2,,,,
221,23/04/23,Sicepat,Palembang,Sukarami,Express,4,5,,,,
205,16/06/22,Sicepat,Surabaya,Semampir,Express,0,1,,,,
263,20/12/22,Pos Indonesia,Pekanbaru,Marpoyan Damai,Reguler,3,2,,,,
147,06/10/22,Pos Indonesia,Denpasar,Sesetan,Same Day,0,1,,,,
297,26/03/23,Sicepat,Bandung,Mandalajati,Express,1,2,,,,
119,13/12/22,J&T Express,Pontianak,Pontianak Tenggara,Same Day,4,2,,,,
260,02/10/22,Jne,Yogyakarta,Wirobrajan,Express,5,3,,,,
139,22/02/23,Pos Indonesia,Pontianak,Pontianak Kota,Reguler,5,5,,,,
112,05/03/23,Ninja Xpress,Malang,Pakisaji,Reguler,5,3,,,,
209,29/06/22,Sicepat,Pekanbaru,Rumbai,Express,3,4,,,,
198,15/04/23,Pos Indonesia,Pontianak,Pontianak Tenggara,Reguler,2,5,,,,
171,21/09/22,Jne,Bekasi,Bekasi Selatan,Reguler,2,5,,,,
215,28/09/22,J&T Express,Medan,Medan Johor,Next Day,4,4,,,,
263,19/07/22,Jne,Pekanbaru,Rumbai,Reguler,0,1,,,,
216,25/12/22,Jne,Yogyakarta,Pakualaman,Express,5,2,,,,
157,07/07/22,Pos Indonesia,Medan,Medan Petisah,Reguler,5,2,,,,
161,17/05/23,Sicepat,Makassar,Wajo,Express,0,1,,,,
242,10/07/22,Ninja Xpress,Pekanbaru,Lima Puluh,Express,2,5,,,,
168,26/02/23,Pos Indonesia,Tangerang,Pinang,Same Day,0,1,,,,
184,11/06/23,Sicepat,Tangerang,Serpong,Same Day,1,4,,,,
229,02/11/22,Ninja Xpress,Malang,Sukun,Same Day,3,4,,,,
131,23/12/22,Pos Indonesia,Pontianak,Pontianak Barat,Same Day,3,5,,,,
142,08/03/23,J&T Express,Pontianak,Pontianak Tenggara,Express,5,3,,,,
183,19/02/23,Jne,Pontianak,Pontianak Tenggara,Express,4,2,,,,
248,18/11/22,Sicepat,Semarang,Semarang Barat,Same Day,0,1,,,,
111,29/08/22,Pos Indonesia,Medan,Medan Marelan,Reguler,0,1,,,,
251,01/10/22,Sicepat,Surabaya,Tegalsari,Express,5,3,,,,
258,18/05/23,Pos Indonesia,Pontianak,Pontianak Barat,Next Day,1,2,,,,
198,22/02/23,Ninja Xpress,Surabaya,Benowo,Reguler,5,2,,,,
144,16/09/22,Pos Indonesia,Palembang,Kertapati,Same Day,1,4,,,,
202,21/12/22,Jne,Bekasi,Bantargebang,Reguler,5,4,,,,
260,25/08/22,J&T Express,Jakarta,Kebayoran Baru,Same Day,0,1,,,,
189,25/04/23,Ninja Xpress,Palembang,Bukit Besar,Next Day,5,3,,,,
229,23/02/23,Pos Indonesia,Surabaya,Gubeng,Same Day,5,2,,,,
134,09/01/23,Jne,Medan,Medan Baru,Express,2,4,,,,
297,06/09/22,J&T Express,Yogyakarta,Keparakan,Reguler,2,5,,,,
250,09/08/22,Jne,Malang,Sukun,Express,0,1,,,,
154,04/01/23,Sicepat,Depok,Pancoran Mas,Express,3,5,,,,
283,26/02/23,Pos Indonesia,Malang,Sumbermanjing,Same Day,5,3,,,,
198,25/05/23,Pos Indonesia,Makassar,Manggala,Reguler,0,1,,,,
150,17/12/22,Sicepat,Yogyakarta,Kotagede,Reguler,3,2,,,,
210,31/05/23,Ninja Xpress,Semarang,Tembalang,Reguler,3,5,,,,
271,31/12/22,J&T Express,Denpasar,Kuta,Next Day,1,4,,,,
188,12/09/22,J&T Express,Tangerang,Larangan,Express,2,5,,,,
251,09/01/23,Jne,Denpasar,Kedonganan,Same Day,5,3,,,,
224,24/06/22,Pos Indonesia,Malang,Turen,Same Day,4,4,,,,
185,04/04/23,J&T Express,Denpasar,Serangan,Express,0,1,,,,
