order_id,product_id,order_date,courier_delivery,city,district,type_of_delivery,estimated_delivery_time_days,product_rating,ontime
794944,276,2022/07/08,J&T Express,Bandung,Cicendo,Same Day,1,5,Ontime
138849,236,2022/12/11,JNE,Bandar Lampung,Rajabasa,Reguler,4,4,Ontime
260132,147,2022/01/11,SiCepat,Palembang,Ilir Timur II,Express,1 days,2,Ontime
850244,176,2022/04/09,POS Indonesia,Semarang,Tembalang,Express,5 days,2,Ontime
925130,130,23/06/22,JNE,Padang,Padang Utara,Same Day,4 days,2,Ontime
162894,141,31/01/23,POS Indonesia,Palembang,Kertapati,Reguler,3,4,Ontime
267526,238,23/10/22,POS Indonesia,Yogyakarta,Umbulharjo,Reguler,1 days,2,Ontime
34396,200,27/06/22,POS Indonesia,Yogyakarta,Kotagede,Express,2,5,Ontime
83846,251,2022/06/07,SiCepat,Padang,Pauh,Express,2,4,Ontime
273692,289,23/04/23,Ninja Xpress,Medan,Medan Baru,Same Day,1,5,Ontime
493376,274,15/07/22,POS Indonesia,Pekanbaru,Rumbai,Next Day,five,3,Ontime
365933,150,19/12/22,POS Indonesia,Bekasi,Pondok Gede,Same Day,five,3,Ontime
309793,148,29/06/22,SiCepat,Padang,Padang Barat,Reguler,five,3,Ontime
59972,175,23/12/22,JNE,Batam,Galang,Express,3,5,Ontime
785949,264,16/01/23,J&T Express,Bekasi,Jatiasih,Reguler,4,5,Ontime
797651,180,2022/07/12,J&T Express,Surabaya,Lakarsantri,Reguler,5 days,2,Ontime
233377,131,20/11/22,JNE,Semarang,Tembalang,Express,4,4,Ontime
208927,150,30/12/22,Ninja Xpress,Denpasar,Kedonganan,Next Day,1,4,Ontime
355627,172,23/07/22,SiCepat,Jakarta,Menteng,Same Day,five,3,Ontime
166576,281,29/11/22,SiCepat,Bogor,Babakan Madang,Same Day,4,5,Ontime
918587,167,28/01/23,POS Indonesia,Surakarta,Gemolong,Reguler,five,3,Ontime
345634,178,15/12/22,SiCepat,Jakarta,Cipayung,Express,4,4,Ontime
255363,191,15/11/22,Ninja Xpress,Jakarta,Sawah Besar,Next Day,2 days,2,Ontime
589681,120,2023/06/06,POS Indonesia,Depok,Cimanggis,Next Day,,1,Ontime
797682,222,2022/03/09,JNE,Surabaya,Mulyorejo,Express,5 days,2,Ontime
589758,125,21/12/22,POS Indonesia,Pekanbaru,Sukajadi,Same Day,five,3,Ontime
267572,263,13/11/22,JNE,Jakarta,Gambir,Reguler,4,4,Ontime
681825,148,2022/08/07,POS Indonesia,Depok,Tapos,Express,five,3,Ontime
134452,287,2022/04/08,SiCepat,Bekasi,Bekasi Jaya,Express,five,3,Ontime
466884,209,28/04/23,Ninja Xpress,Depok,Mekarsari,Same Day,five,3,Ontime
379987,161,2023/07/02,SiCepat,Bandung,Cibeunying Kidul,Next Day,,1,Ontime
54225,160,28/05/23,POS Indonesia,Bandar Lampung,Tanjung Karang Pusat,Express,5,5,Ontime
147003,198,20/05/23,JNE,Tangerang,Serpong Selatan,Reguler,1 days,2,Ontime
742279,215,18/03/23,JNE,Denpasar,Denpasar Timur,Express,5 days,2,Ontime
902383,278,29/10/22,SiCepat,Denpasar,Jimbaran,Next Day,2,5,Ontime
595220,271,24/01/23,POS Indonesia,Denpasar,Denpasar Tengah,Reguler,,1,Ontime
773703,293,24/02/23,JNE,Palembang,Ilir Timur II,Express,2 days,2,Ontime
848458,179,19/07/22,JNE,Semarang,Gunungpati,Express,five,3,Ontime
764894,169,21/10/22,Ninja Xpress,Padang,Lubuk Begalung,Express,5,4,Ontime
205227,197,25/07/22,Ninja Xpress,Pontianak,Pontianak Utara,Reguler,five,3,Ontime
382627,223,2022/01/09,JNE,Padang,Padang Timur,Next Day,2,5,Ontime
535014,217,20/05/23,POS Indonesia,Surakarta,Kalijambe,Reguler,1 days,2,Ontime
470337,279,2023/08/05,JNE,Padang,Pauh,Express,,1,Ontime
680638,150,2023/02/06,JNE,Bandung,Coblong,Express,2,5,Ontime
612377,200,2022/11/07,Ninja Xpress,Palembang,Kemuning,Reguler,3,4,Ontime
809163,178,21/07/22,POS Indonesia,Malang,Sukun,Express,3 days,2,Ontime
49155,243,18/11/22,Ninja Xpress,Tangerang,Sepatan,Same Day,,1,Ontime
526181,271,21/03/23,Ninja Xpress,Surabaya,Kenjeran,Express,3 days,2,Ontime
128580,229,23/05/23,SiCepat,Medan,Medan Area,Next Day,,1,Ontime
565515,150,2022/04/12,Ninja Xpress,Bekasi,Bekasi Selatan,Next Day,2 days,2,Ontime
63686,180,24/08/22,SiCepat,Batam,Bengkong,Express,five,3,Ontime
735054,147,28/09/22,JNE,Surakarta,Ngargoyoso,Same Day,five,3,Ontime
854496,244,2023/10/06,Ninja Xpress,Malang,Sukun,Same Day,2,4,Ontime
856937,263,20/11/22,SiCepat,Bandung,Cibeunying Kaler,Express,1,5,Ontime
568086,254,2023/07/05,SiCepat,Batam,Bengkong,Express,4 days,2,Ontime
42895,259,2023/08/04,POS Indonesia,Tangerang,Pasar Kemis,Same Day,five,3,Ontime
289636,250,21/11/22,JNE,Pekanbaru,Rumbai,Express,5 days,2,Ontime
959633,231,24/07/22,POS Indonesia,Pekanbaru,Sail,Reguler,3 days,2,Ontime
693224,119,25/01/23,SiCepat,Padang,Padang Selatan,Same Day,5,5,Ontime
623774,185,2022/10/11,POS Indonesia,Jakarta,Pancoran,Same Day,2,4,Ontime
845619,158,2022/05/07,SiCepat,Pekanbaru,Bukit Raya,Next Day,5,4,Ontime
843919,157,26/04/23,POS Indonesia,Bandung,Cibiru,Express,1 days,2,Ontime
611887,143,19/10/22,J&T Express,Bekasi,Bekasi Utara,Reguler,2 days,2,Ontime
915174,225,22/11/22,SiCepat,Medan,Medan Kota,Same Day,2,5,Ontime
496809,177,2023/07/02,J&T Express,Medan,Medan Maimun,Same Day,,1,Ontime
73870,176,24/05/23,POS Indonesia,Bogor,Bogor Tengah,Same Day,five,3,Ontime
636126,208,15/06/22,SiCepat,Padang,Bungus Teluk Kabung,Same Day,five,3,Ontime
820571,150,15/04/23,POS Indonesia,Semarang,Genuk,Next Day,5,4,Ontime
946047,236,29/04/23,JNE,Bandung,Cicendo,Express,,1,Ontime
244149,230,19/11/22,SiCepat,Bandung,Astana Anyar,Next Day,2 days,2,Ontime
132843,288,21/08/22,J&T Express,Yogyakarta,Wirobrajan,Next Day,4 days,2,Ontime
220206,114,2022/03/10,POS Indonesia,Bandar Lampung,Kemiling,Express,,1,Ontime
22513,295,24/04/23,SiCepat,Pekanbaru,Marpoyan Damai,Reguler,2 days,2,Ontime
707574,215,14/03/23,JNE,Denpasar,Jimbaran,Express,3,4,Ontime
325145,247,2022/05/10,SiCepat,Medan,Medan Baru,Express,5,4,Ontime
748298,126,2023/09/06,Ninja Xpress,Batam,Sagulung,Next Day,5,4,Ontime
416617,241,31/12/22,JNE,Bekasi,Bekasi Timur,Next Day,4 days,2,Ontime
576204,226,24/08/22,Ninja Xpress,Bandar Lampung,Tanjung Karang Pusat,Express,,1,Ontime
234145,245,17/09/22,POS Indonesia,Yogyakarta,Pakualaman,Reguler,,1,Ontime
843775,209,2022/01/10,Ninja Xpress,Medan,Medan Timur,Next Day,3,4,Ontime
442003,182,30/10/22,POS Indonesia,Malang,Bululawang,Reguler,4 days,2,Ontime
669946,218,30/09/22,POS Indonesia,Bandar Lampung,Teluk Betung Barat,Next Day,3 days,2,Ontime
555085,186,2022/07/09,Ninja Xpress,Padang,Padang Timur,Reguler,,1,Ontime
41474,259,2022/08/10,POS Indonesia,Malang,Lowokwaru,Reguler,,1,Ontime
599038,201,2023/03/05,SiCepat,Surakarta,Banjarsari,Same Day,5 days,2,Ontime
461625,111,2023/01/04,Ninja Xpress,Tangerang,Sindang Jaya,Next Day,2,5,Ontime
531839,230,2023/05/05,J&T Express,Bandar Lampung,Enggal,Same Day,2 days,2,Ontime
128577,266,2022/01/07,J&T Express,Surakarta,Banyudono,Reguler,five,3,Ontime
390077,206,2022/04/12,SiCepat,Makassar,Tallo,Next Day,5,5,Ontime
2620,242,20/10/22,JNE,Pontianak,Pontianak Tenggara,Express,5 days,2,Ontime
917299,248,2023/02/02,POS Indonesia,Bekasi,Jati Sampurna,Express,five,3,Ontime
245276,290,17/03/23,J&T Express,Depok,Pancoran Mas,Reguler,five,3,Ontime
638262,139,2022/09/10,SiCepat,Padang,Padang Timur,Next Day,,1,Ontime
156527,114,2023/08/03,SiCepat,Depok,Tapos,Same Day,4,5,Ontime
486083,296,23/02/23,SiCepat,Surabaya,Asemrowo,Next Day,5 days,2,Ontime
482042,236,29/09/22,SiCepat,Pontianak,Pontianak Selatan,Next Day,4 days,2,Ontime
644367,143,2023/10/03,JNE,Jakarta,Gambir,Reguler,1,4,Ontime
796585,289,23/09/22,Ninja Xpress,Padang,Padang Utara,Next Day,2,5,Ontime
143,186,26/04/23,JNE,Jakarta,Kebayoran Baru,Same Day,,1,Ontime
963398,244,22/05/23,POS Indonesia,Pekanbaru,Tampan,Same Day,4,5,Ontime
616757,273,2023/11/04,POS Indonesia,Bogor,Bogor Utara,Reguler,5,5,Ontime
876567,214,20/11/22,Ninja Xpress,Medan,Medan Baru,Express,3,5,Ontime
703781,283,26/08/22,Ninja Xpress,Tangerang,Sepatan,Next Day,3,4,Ontime
389319,250,25/01/23,JNE,Batam,Batam Kota,Reguler,4 days,2,Ontime
458830,242,14/05/23,J&T Express,Bandung,Regol,Express,5,4,Ontime
793965,158,2022/12/10,JNE,Depok,Tapos,Same Day,4,5,Ontime
96496,167,2022/08/08,J&T Express,Bandar Lampung,Panjang,Same Day,4 days,2,Ontime
209025,243,2022/04/10,SiCepat,Makassar,Ujung Tanah,Next Day,,1,Ontime
17418,118,2022/01/11,Ninja Xpress,Bandar Lampung,Tanjung Senang,Reguler,five,3,Ontime
489764,254,15/10/22,J&T Express,Jakarta,Pancoran,Reguler,2,4,Ontime
842526,157,2023/09/04,SiCepat,Pekanbaru,Tenayan Raya,Next Day,2,5,Ontime
849751,201,22/07/22,Ninja Xpress,Denpasar,Denpasar Barat,Reguler,,1,Ontime
911837,208,29/11/22,Ninja Xpress,Denpasar,Nusa Dua,Next Day,3,5,Ontime
522617,257,18/03/23,Ninja Xpress,Padang,Pauh,Reguler,,1,Ontime
506208,249,19/07/22,J&T Express,Surakarta,Kraton,Reguler,2,4,Ontime
843916,269,31/03/23,JNE,Bekasi,Bantargebang,Next Day,2 days,2,Ontime
119453,222,27/09/22,Ninja Xpress,Medan,Medan Kota,Reguler,five,3,Ontime
174407,151,2023/04/06,Ninja Xpress,Tangerang,Serpong Selatan,Reguler,4,4,Ontime
141400,142,17/05/23,JNE,Bekasi,Bekasi Timur,Next Day,3,5,Ontime
719078,143,26/06/22,SiCepat,Palembang,Jakabaring,Reguler,five,3,Ontime
229183,233,2022/11/08,J&T Express,Denpasar,Nusa Dua,Same Day,3,4,Ontime
229068,281,20/06/22,J&T Express,Denpasar,Nusa Dua,Express,5 days,2,Ontime
543775,164,2023/04/05,POS Indonesia,Makassar,Tamalanrea,Next Day,2,4,Ontime
328731,195,2023/05/01,POS Indonesia,Padang,Kuranji,Reguler,4,4,Ontime
522377,268,2022/02/10,JNE,Surakarta,Tawangmangu,Next Day,3,4,Ontime
230988,197,21/07/22,J&T Express,Bogor,Tanah Sereal,Same Day,2 days,2,Ontime
969659,238,13/11/22,POS Indonesia,Pekanbaru,Lima Puluh,Same Day,,1,Ontime
736649,247,18/08/22,POS Indonesia,Yogyakarta,Prawirotaman,Express,,1,Ontime
153911,252,27/07/22,JNE,Surakarta,Kebakkramat,Express,five,3,Ontime
295233,267,30/10/22,Ninja Xpress,Tangerang,Kronjo,Express,1,5,Ontime
990484,176,14/12/22,J&T Express,Yogyakarta,Kraton,Express,5 days,2,Ontime
344895,261,31/12/22,JNE,Padang,Padang Barat,Express,4,5,Ontime
62104,178,17/02/23,SiCepat,Palembang,Kemuning,Same Day,2,5,Ontime
986252,131,13/01/23,POS Indonesia,Semarang,Pedurungan,Reguler,5,4,Ontime
500730,173,24/11/22,Ninja Xpress,Surakarta,Jatipuro,Express,1 days,2,Ontime
52325,138,2023/01/01,JNE,Surabaya,Asemrowo,Next Day,4,4,Ontime
657942,203,2023/04/06,SiCepat,Malang,Klojen,Same Day,2 days,2,Ontime
674660,129,26/02/23,JNE,Surakarta,Karangpandan,Express,2 days,2,Ontime
110155,185,2022/02/07,J&T Express,Batam,Sagulung,Reguler,2 days,2,Ontime
260166,216,20/09/22,POS Indonesia,Bandung,Bojongloa Kaler,Reguler,4,5,Ontime
77447,145,19/03/23,J&T Express,Jakarta,Menteng,Next Day,5 days,2,Ontime
83195,196,19/04/23,SiCepat,Jakarta,Kebayoran Baru,Reguler,five,3,Ontime
1050,227,2022/10/08,JNE,Denpasar,Tuban,Next Day,4,5,Ontime
77931,300,30/07/22,SiCepat,Pekanbaru,Lima Puluh,Express,five,3,Ontime
625505,180,2022/03/12,JNE,Palembang,Sako,Reguler,5 days,2,Ontime
449075,256,2023/10/01,JNE,Semarang,Candisari,Same Day,1 days,2,Ontime
768659,113,2023/07/06,Ninja Xpress,Surabaya,Tandes,Express,five,3,Ontime
110833,144,28/10/22,JNE,Palembang,Ilir Timur II,Next Day,five,3,Ontime
858284,167,22/08/22,SiCepat,Surakarta,Kebakkramat,Same Day,,1,Ontime
678755,124,2023/09/05,J&T Express,Bekasi,Bekasi Jaya,Reguler,4,4,Ontime
802191,150,2022/06/08,Ninja Xpress,Malang,Lowokwaru,Reguler,,1,Ontime
750110,256,13/07/22,Ninja Xpress,Surabaya,Simokerto,Reguler,1 days,2,Ontime
36171,166,28/12/22,SiCepat,Depok,Bojongsari,Express,,1,Ontime
30079,295,27/06/22,JNE,Malang,Blimbing,Express,,1,Ontime
280609,153,26/06/22,JNE,Surabaya,Rungkut,Next Day,5,5,Ontime
228582,166,13/04/23,SiCepat,Semarang,Candisari,Express,five,3,Ontime
893315,283,2023/01/01,POS Indonesia,Surakarta,Kalijambe,Reguler,five,3,Ontime
865855,266,2022/02/11,JNE,Malang,Sukun,Express,,1,Ontime
746204,124,30/07/22,J&T Express,Depok,Cipayung,Same Day,,1,Ontime
610009,256,21/10/22,J&T Express,Pontianak,Pontianak Barat,Express,,1,Ontime
600500,144,28/01/23,POS Indonesia,Jakarta,Mampang Prapatan,Reguler,,1,Ontime
550230,184,21/10/22,JNE,Bandar Lampung,Sukabumi,Reguler,3,5,Ontime
987526,115,27/07/22,SiCepat,Padang,Padang Timur,Reguler,,1,Ontime
251905,132,20/09/22,Ninja Xpress,Jakarta,Kebayoran Baru,Next Day,2,5,Ontime
744017,173,2022/11/07,POS Indonesia,Jakarta,Mampang Prapatan,Next Day,1,5,Ontime
326432,203,2022/06/07,JNE,Jakarta,Pancoran,Next Day,1,4,Ontime
701976,166,2022/10/07,JNE,Bandung,Kiaracondong,Reguler,,1,Ontime
592709,138,24/12/22,SiCepat,Depok,Pancoran Mas,Same Day,five,3,Ontime
544623,258,2022/02/10,JNE,Denpasar,Jimbaran,Express,1,4,Ontime
682973,116,23/05/23,Ninja Xpress,Yogyakarta,Panembahan,Same Day,1,5,Ontime
469955,239,2022/09/08,Ninja Xpress,Medan,Medan Perjuangan,Express,2,5,Ontime
125469,221,2023/02/05,POS Indonesia,Bogor,Leuwiliang,Next Day,3,4,Ontime
229833,176,2023/04/01,POS Indonesia,Surakarta,Kalijambe,Reguler,2,5,Ontime
602548,183,2022/07/07,JNE,Malang,Kedungkandang,Next Day,5,4,Ontime
652771,260,13/06/22,J&T Express,Makassar,Ujung Pandang,Next Day,3,5,Ontime
380932,154,24/12/22,POS Indonesia,Bandung,Bandung Wetan,Next Day,1,4,Ontime
773057,254,19/08/22,SiCepat,Surabaya,Bubutan,Same Day,2 days,2,Ontime
159325,215,2023/01/06,Ninja Xpress,Surakarta,Tawangmangu,Express,2,4,Ontime
907805,212,2022/10/12,JNE,Denpasar,Renon,Reguler,,1,Ontime
847946,261,2023/09/03,SiCepat,Surabaya,Benowo,Express,,1,Ontime
608839,168,24/09/22,J&T Express,Bogor,Nanggung,Next Day,,1,Ontime
982992,112,2023/04/05,POS Indonesia,Pekanbaru,Sukajadi,Reguler,4,4,Ontime
787845,190,2023/03/06,POS Indonesia,Palembang,Ilir Barat I,Same Day,4,4,Ontime
96772,186,16/04/23,SiCepat,Bogor,Megamendung,Reguler,five,3,Ontime
850569,180,2022/09/08,SiCepat,Tangerang,Ciledug,Express,,1,Ontime
482688,240,18/04/23,SiCepat,Denpasar,Tuban,Same Day,3,5,Ontime
575213,146,27/12/22,SiCepat,Jakarta,Kebayoran Baru,Same Day,2,4,Ontime
445683,112,17/11/22,J&T Express,Surakarta,Batuwarno,Same Day,2 days,2,Ontime
321293,278,2022/02/11,Ninja Xpress,Pekanbaru,Tenayan Raya,Express,five,3,Ontime
146261,237,29/09/22,J&T Express,Palembang,Seberang Ulu I,Next Day,5,4,Ontime
157394,157,2023/03/04,SiCepat,Batam,Batam Kota,Reguler,1,5,Ontime
36266,271,19/07/22,Ninja Xpress,Bandar Lampung,Rajabasa,Same Day,2,5,Ontime
909335,179,14/11/22,SiCepat,Pekanbaru,Marpoyan Damai,Next Day,,1,Ontime
643571,257,27/10/22,JNE,Tangerang,Legok,Reguler,five,3,Ontime
971869,131,2022/05/12,J&T Express,Padang,Pauh,Reguler,3,4,Ontime
978129,261,2022/01/10,JNE,Palembang,Ilir Barat I,Reguler,5,5,Ontime
530350,179,2022/11/09,Ninja Xpress,Semarang,Banyumanik,Reguler,2 days,2,Ontime
658644,184,19/04/23,JNE,Padang,Nanggalo,Same Day,2 days,2,Ontime
570056,242,15/05/23,JNE,Pekanbaru,Lima Puluh,Same Day,3,4,Ontime
544829,114,2022/02/07,POS Indonesia,Yogyakarta,Ngampilan,Express,,1,Ontime
255196,252,28/03/23,Ninja Xpress,Malang,Kedungkandang,Same Day,3,5,Ontime
801814,117,2023/12/01,JNE,Bandar Lampung,Enggal,Next Day,,1,Ontime
640623,292,22/11/22,J&T Express,Bogor,Bogor Barat,Same Day,3,4,Ontime
558641,266,2022/01/07,Ninja Xpress,Surabaya,Mulyorejo,Next Day,1,4,Ontime
232172,256,17/01/23,JNE,Padang,Padang Timur,Reguler,,1,Ontime
907289,269,14/10/22,SiCepat,Semarang,Semanan,Reguler,five,3,Ontime
391205,136,2022/06/10,SiCepat,Denpasar,Nusa Dua,Same Day,5,5,Ontime
955425,205,2022/03/09,SiCepat,Pontianak,Pontianak Barat,Express,,1,Ontime
163113,204,30/03/23,POS Indonesia,Yogyakarta,Panembahan,Reguler,3 days,2,Ontime
437551,219,2022/09/07,SiCepat,Makassar,Makassar Timur,Reguler,five,3,Ontime
250511,237,2023/01/04,JNE,Malang,Lowokwaru,Express,4 days,2,Ontime
308810,243,2023/11/04,POS Indonesia,Bandar Lampung,Teluk Betung Utara,Reguler,2 days,2,Ontime
384213,200,30/04/23,Ninja Xpress,Bandar Lampung,Labuhan Ratu,Same Day,3 days,2,Ontime
329358,154,2022/08/11,JNE,Surabaya,Wiyung,Reguler,five,3,Ontime
171857,233,20/04/23,POS Indonesia,Medan,Medan Timur,Same Day,five,3,Ontime
475737,268,19/12/22,JNE,Padang,Lubuk Kilangan,Next Day,5 days,2,Ontime
38068,266,17/01/23,Ninja Xpress,Tangerang,Serpong Utara,Same Day,1,4,Ontime
560126,147,23/04/23,SiCepat,Depok,Cimanggis,Same Day,2 days,2,Ontime
89430,229,21/07/22,JNE,Denpasar,Sesetan,Reguler,4,4,Ontime
342030,267,22/10/22,Ninja Xpress,Tangerang,Pasar Kemis,Express,,1,Ontime
978010,269,27/12/22,JNE,Palembang,Alang-Alang Lebar,Express,5,5,Ontime
563702,208,2022/02/11,SiCepat,Bekasi,Bekasi Selatan,Same Day,3 days,2,Ontime
262211,205,30/10/22,SiCepat,Bandung,Cibeunying Kidul,Next Day,,1,Ontime
147149,299,13/07/22,Ninja Xpress,Yogyakarta,Gedong Tengen,Express,five,3,Ontime
495049,115,26/11/22,POS Indonesia,Yogyakarta,Umbulharjo,Same Day,3 days,2,Ontime
823167,125,14/01/23,Ninja Xpress,Semarang,Tugu Mulyo,Reguler,1,5,Ontime
790985,242,25/07/22,J&T Express,Bandung,Cidadap,Reguler,5 days,2,Ontime
589558,297,20/05/23,SiCepat,Pontianak,Pontianak Barat,Same Day,five,3,Ontime
499221,187,15/06/22,SiCepat,Bogor,Gunung Putri,Express,1,4,Ontime
960578,169,19/06/22,SiCepat,Depok,Cipayung,Next Day,4 days,2,Ontime
676065,144,2023/02/02,JNE,Yogyakarta,Sewon,Reguler,,1,Ontime
422342,263,18/01/23,POS Indonesia,Tangerang,Kronjo,Next Day,1,5,Ontime
886160,222,13/08/22,J&T Express,Palembang,Kemuning,Express,,1,Ontime
880771,135,18/04/23,Ninja Xpress,Depok,Cimanggis,Same Day,4 days,2,Ontime
365642,218,20/11/22,J&T Express,Semarang,Pedurungan,Express,4,4,Ontime
121564,155,2022/08/12,J&T Express,Makassar,Ujung Tanah,Next Day,five,3,Ontime
108529,128,20/10/22,JNE,Makassar,Bontoala,Next Day,,1,Ontime
405901,153,15/06/22,SiCepat,Bogor,Bogor Selatan,Reguler,4,5,Ontime
288079,170,22/09/22,Ninja Xpress,Padang,Nanggalo,Express,2,5,Ontime
603793,256,22/10/22,POS Indonesia,Batam,Nongsa,Same Day,3,4,Ontime
108836,206,2023/11/03,J&T Express,Denpasar,Padangsambian Klod,Reguler,,1,Ontime
94918,140,24/12/22,JNE,Pekanbaru,Payung Sekaki,Express,1,4,Ontime
883354,186,2022/02/07,Ninja Xpress,Jakarta,Tanah Abang,Same Day,five,3,Ontime
50143,123,21/04/23,JNE,Batam,Nongsa,Next Day,4 days,2,Ontime
866544,132,2022/10/10,SiCepat,Bekasi,Bekasi Utara,Next Day,5,5,Ontime
876993,207,30/08/22,Ninja Xpress,Padang,Nanggalo,Express,5,4,Ontime
660550,111,16/10/22,POS Indonesia,Bekasi,Mustika Jaya,Express,1,4,Ontime
530363,248,15/12/22,Ninja Xpress,Denpasar,Denpasar Utara,Reguler,five,3,Ontime
191549,244,23/05/23,Ninja Xpress,Tangerang,Cipondoh,Same Day,,1,Ontime
520079,183,15/10/22,J&T Express,Bandung,Babakan Ciparay,Next Day,5,5,Ontime
309161,285,21/02/23,JNE,Denpasar,Kedonganan,Express,five,3,Ontime
335004,193,15/02/23,J&T Express,Tangerang,Pagedangan,Express,5,5,Ontime
563207,198,2023/06/06,Ninja Xpress,Palembang,Alang-Alang Lebar,Reguler,5 days,2,Ontime
384577,258,17/02/23,SiCepat,Batam,Batam Kota,Same Day,4 days,2,Ontime
885651,289,17/08/22,Ninja Xpress,Medan,Medan Helvetia,Express,,1,Ontime
691995,287,26/06/22,POS Indonesia,Bandung,Lengkong,Next Day,5,5,Ontime
385253,276,2022/09/12,POS Indonesia,Semarang,Tembalang,Express,,1,Ontime
220307,175,28/04/23,POS Indonesia,Bandar Lampung,Enggal,Same Day,4 days,2,Ontime
470355,292,2023/11/01,Ninja Xpress,Bekasi,Jati Sampurna,Reguler,,1,Ontime
294609,230,17/12/22,J&T Express,Jakarta,Mampang Prapatan,Next Day,3 days,2,Ontime
482437,268,27/10/22,JNE,Makassar,Wajo,Reguler,4,5,Ontime
385831,138,31/01/23,J&T Express,Denpasar,Padangsambian,Express,2 days,2,Ontime
218770,240,2022/10/07,SiCepat,Jakarta,Kebayoran Lama,Reguler,4,4,Ontime
810223,253,21/01/23,SiCepat,Bandar Lampung,Rajabasa,Next Day,5 days,2,Ontime
218154,264,28/02/23,J&T Express,Bandung,Bandung Wetan,Express,4 days,2,Ontime
906383,209,13/01/23,JNE,Surakarta,Berbek,Next Day,five,3,Ontime
686502,233,2023/08/03,J&T Express,Bogor,Dramaga,Express,1,4,Ontime
654470,281,18/03/23,Ninja Xpress,Makassar,Makassar City,Reguler,1 days,2,Ontime
350740,268,19/10/22,Ninja Xpress,Medan,Medan Amplas,Express,2,5,Ontime
637313,237,13/07/22,Ninja Xpress,Padang,Kuranji,Next Day,1 days,2,Ontime
956907,135,2022/04/09,Ninja Xpress,Pontianak,Pontianak Kota,Next Day,2 days,2,Ontime
67591,177,13/05/23,Ninja Xpress,Bandung,Astana Anyar,Reguler,,1,Ontime
53211,232,29/09/22,J&T Express,Pontianak,Pontianak Kota,Same Day,1 days,2,Ontime
183175,284,2022/04/11,Ninja Xpress,Tangerang,Curug,Next Day,3,4,Ontime
71952,271,26/01/23,SiCepat,Bogor,Gunung Putri,Reguler,3,5,Ontime
818568,238,23/04/23,JNE,Denpasar,Tuban,Same Day,five,3,Ontime
738483,156,23/06/22,SiCepat,Bogor,Parung Panjang,Next Day,5,4,Ontime
524695,234,15/07/22,J&T Express,Jakarta,Kemayoran,Next Day,3 days,2,Ontime
318657,255,20/11/22,J&T Express,Bandung,Bojongloa Kaler,Same Day,3,4,Ontime
2999,132,21/09/22,Ninja Xpress,Denpasar,Kerobokan,Next Day,2,5,Ontime
700328,191,24/11/22,SiCepat,Medan,Medan Tuntungan,Next Day,1,4,Ontime
540214,279,21/06/22,J&T Express,Jakarta,Tanah Abang,Express,five,3,Ontime
751490,132,2022/02/10,SiCepat,Jakarta,Kebayoran Lama,Reguler,4,4,Ontime
685155,155,14/08/22,POS Indonesia,Jakarta,Setiabudi,Express,2,5,Ontime
858915,257,19/10/22,SiCepat,Bandung,Bandung Wetan,Next Day,,1,Ontime
573784,202,20/05/23,JNE,Pontianak,Pontianak Kota,Next Day,4,4,Ontime
863000,264,18/04/23,Ninja Xpress,Padang,Bungus Teluk Kabung,Same Day,five,3,Ontime
218366,280,2023/11/02,POS Indonesia,Semarang,Semanan,Next Day,,1,Ontime
227480,286,21/12/22,Ninja Xpress,Medan,Medan Tuntungan,Next Day,3,5,Ontime
733753,290,30/05/23,JNE,Yogyakarta,Danurejan,Express,,1,Ontime
625119,202,2022/06/08,JNE,Bandar Lampung,Sukarame,Next Day,3,4,Ontime
547292,269,29/11/22,J&T Express,Padang,Padang Timur,Reguler,5 days,2,Ontime
998601,187,27/08/22,POS Indonesia,Bandar Lampung,Labuhan Ratu,Next Day,3 days,2,Ontime
400204,200,2023/06/03,Ninja Xpress,Tangerang,Serpong Selatan,Express,five,3,Ontime
229294,155,2023/02/02,JNE,Semarang,Gunungpati,Express,five,3,Ontime
63123,167,21/06/22,SiCepat,Depok,Sukmajaya,Same Day,five,3,Ontime
48069,162,26/03/23,Ninja Xpress,Depok,Cipayung,Express,,1,Ontime
27408,270,22/08/22,POS Indonesia,Semarang,Semarang Utara,Express,2,5,Ontime
181421,218,19/07/22,J&T Express,Malang,Klojen,Next Day,five,3,Ontime
384222,265,2022/10/09,POS Indonesia,Yogyakarta,Danurejan,Reguler,2,4,Ontime
298848,256,23/12/22,Ninja Xpress,Padang,Padang Barat,Express,3,5,Ontime
48446,228,17/11/22,SiCepat,Malang,Sukun,Reguler,five,3,Ontime
969896,196,2022/12/06,J&T Express,Padang,Nanggalo,Same Day,3 days,2,Ontime
783981,142,2022/04/11,Ninja Xpress,Bandung,Lengkong,Next Day,,1,Ontime
28161,146,16/12/22,J&T Express,Malang,Lawang,Express,,1,Ontime
65005,177,21/01/23,Ninja Xpress,Jakarta,Gambir,Reguler,4 days,2,Ontime
601823,169,2023/03/05,Ninja Xpress,Yogyakarta,Mantrijeron,Next Day,3,5,Ontime
517827,156,2022/07/09,J&T Express,Pontianak,Pontianak Selatan,Next Day,3,5,Ontime
249065,245,15/06/22,POS Indonesia,Makassar,Tamalanrea,Same Day,4 days,2,Ontime
942645,234,2023/09/05,Ninja Xpress,Pontianak,Pontianak Timur,Reguler,3,4,Ontime
67659,297,2023/05/05,POS Indonesia,Semarang,Gunungpati,Express,3,4,Ontime
